Catalog,GLong,GLat,Radius,Comments,Group_Flag,Group,Name,Alias,Simbad_comments,VGPSExclude,MagpisExclude,Parallax_Name,Magpis,NVSS,Cornish,Yusef20cmGC,LangRadio,LangPaschen,THOR,SMGPS,MeerKATGC,GName,RA (J2000),Dec (J2000),Name_Split,Name_Observed,GName_Observed,GLong_Observed,GLat_Observed,RA (J2000)_Observed,Dec (J2000)_Observed,TL,e_TL,FWHM,e_FWHM,VLSR,e_VLSR,VLSR_He,e_VLSR_He,FWHM_He,e_FWHM_He,TL_He,e_TL_He,VLSR_C,e_VLSR_C,FWHM_C,e_FWHM_C,TL_C,e_TL_C,Telescope,Resolution,Wavelength,Frequency,Author,Year,VLSR2,e_VLSR2,FWHM2,e_FWHM2,TL2,e_TL2,VLSR3,e_VLSR3,FWHM3,e_FWHM3,TL3,e_TL3,VLSR4,e_VLSR4,FWHM4,e_FWHM4,TL4,e_TL4,Name_Split_Observed,Name_Te,GName_Te,GLong_Te,GLat_Te,RA (J2000)_Te,Dec (J2000)_Te,Author_Te,Year_Te,Te,e_Te,y,e_y,Name_Split_Te,Name_Real_VLSR,GName_Real_VLSR,GLong_Real_VLSR,GLat_Real_VLSR,RA (J2000)_Real_VLSR,Dec (J2000)_Real_VLSR,Author_Real_VLSR,Year_Real_VLSR,Real_VLSR,Name_Split_Real_VLSR,Name_KDAR,GName_KDAR,GLong_KDAR,GLat_KDAR,RA (J2000)_KDAR,Dec (J2000)_KDAR,Author_KDAR,Year_KDAR,KDAR,DMethod,Name_Split_KDAR,GLIMPSE_Flux,GLIMPSE_e_Flux,GLIMPSE_Area,GLIMPSE_Saturation,MIPSGal_Flux,MIPSGal_e_Flux,MIPSGal_Area,MIPSGal_Saturation,WISE3_Flux,WISE3_e_Flux,WISE3_Area,WISE3_Saturation,WISE4_Flux,WISE4_e_Flux,WISE4_Area,WISE4_Saturation,HiGal70_Flux,HiGal70_e_Flux,HiGal70_Area,HiGal70_Saturation,HiGal160_Flux,HiGal160_e_Flux,HiGal160_Area,HiGal160_Saturation,VGPS_Flux,VGPS_e_Flux,VGPS_Area,VGPS_Saturation,MAGPIS_Flux,MAGPIS_e_Flux,MAGPIS_Area,GLong_Radio_Continuum,GLat_Radio_Continuum,RA (J2000)_Radio_Continuum,Dec (J2000)_Radio_Continuum,Author_Radio_Continuum,Year_Radio_Continuum,Match_Distance,GLong_Molecular,GLat_Molecular,RA (J2000)_Molecular,Dec (J2000)_Molecular,VLSR_Molecular,Molecule_Molecular,Author_Molecular,Year_Molecular,GName_Parallax,Alias_Parallax,RA (J2000)_Parallax,Dec (J2000)_Parallax,Parallax,e_Parallax,mux,e_mux,muy,e_muy,VLSR_Parallax,e_VLSR_Parallax,Author_Parallax,Name_Split_Parallax,spectrum_x,spectrum_y,Group_VLSR,Group_e_VLSR,Group_KDAR
K,45.121924,0.13302435,100.51467,,0,,G45.122+0.131;G45.12+0.13;G045.125+00.136,,,1,0,G045.07+00.13,1,0,0,0,0,0,0,1,0,G045.121+00.133,288.3652039274707,10.89343087228958,['G045.07+00.13'],G45.122+0.131,G045.122+00.131,45.122,0.131,288.3670660745115,10.892559086266484,0.04757,0.00117,57.83,1.64,56.56,0.69,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G45.122+0.131'],,,,,,,,,,,,,,,,,,,,,,,,G45.12+0.13,G045.122+00.133,45.12236,0.13252,288.3658648964366,10.893583145406323,Araya et al. (2004),2004.0,T,H2CO/Kinematic,['G45.12+0.13'],54.41505432,4.945971966,7.243200302,0.0,165.3071594,13.5282011,7.297600269,0.0,53.73644257,7.356590271,0.6588000655,0.0,203.080246,8.297750473,0.6588000655,0.0,6016.038086,139.3130646,7.347200394,0.0,7153.450195,332.899353,14.97315693,0.0,,,,,1.640079975,0.001346365316,0.50222224,,,,,,,0.0010271654796088162,45.122,0.132,288.36616393782055,10.893022996065703,   59.0,CS,"Bronfman, Nyman, & May (1996)",1996.0,G045.07+00.13,G045.07+0.13,19:13:22.0427,+10:50:53.336,0.129,0.007,-3.21,0.26,-6.11,0.26,59.0,5.0,2,['G045.07+00.13'],,,,,
K,45.128919,0.13100097,9.8425662,,0,,G45.122+0.131;G45.12+0.13;G045.125+00.136,,,1,0,G045.07+00.13,1,0,0,0,0,0,0,1,0,G045.128+00.131,288.37033394951624,10.89868891921628,['G045.07+00.13'],G45.122+0.131,G045.122+00.131,45.122,0.131,288.3670660745115,10.892559086266484,0.04757,0.00117,57.83,1.64,56.56,0.69,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G45.122+0.131'],,,,,,,,,,,,,,,,,,,,,,,,G45.12+0.13,G045.122+00.133,45.12236,0.13252,288.3658648964366,10.893583145406323,Araya et al. (2004),2004.0,T,H2CO/Kinematic,['G45.12+0.13'],0.4169703126,0.2654056847,0.08448417485,0.0,-2.600848198,6.584961891,0.0844841525,0.0,,,0.007603660226,0.1785714328,-1.34489584,1.344253778,0.007603660226,0.0,-18.96987915,330.549408,0.08452646434,0.0,-135.3371429,470.884552,0.1709732115,0.0,,,,,0.09947582334,0.02484460175,0.07364865392,,,,,,,0.0069907526018982945,45.122,0.132,288.36616393782055,10.893022996065703,   59.0,CS,"Bronfman, Nyman, & May (1996)",1996.0,G045.07+00.13,G045.07+0.13,19:13:22.0427,+10:50:53.336,0.129,0.007,-3.21,0.26,-6.11,0.26,59.0,5.0,2,['G045.07+00.13'],,,,,
K,45.131523,0.12782039,7.1373072,,0,,G45.122+0.131;G45.12+0.13;G045.125+00.136,,,1,0,G045.07+00.13,1,0,0,0,0,0,0,1,0,G045.131+00.127,288.3744335530845,10.899520173676642,['G045.07+00.13'],G45.122+0.131,G045.122+00.131,45.122,0.131,288.3670660745115,10.892559086266484,0.04757,0.00117,57.83,1.64,56.56,0.69,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G45.122+0.131'],,,,,,,,,,,,,,,,,,,,,,,,G45.12+0.13,G045.122+00.133,45.12236,0.13252,288.3658648964366,10.893583145406323,Araya et al. (2004),2004.0,T,H2CO/Kinematic,['G45.12+0.13'],0.5061196089,0.1387532502,0.04442581162,0.0,1.505544066,0.7806631923,0.04442581162,0.0,0.7845363617,0.411959976,0.003998367582,0.0,1.219793439,1.023727059,0.003998367582,0.0,51.90822983,16.89347076,0.04444813728,0.0,71.23622131,28.43031693,0.08990605175,0.0,,,,,0.0171153415,0.001419093809,0.04393762723,,,,,,,,,,,,,,,,G045.07+00.13,G045.07+0.13,19:13:22.0427,+10:50:53.336,0.129,0.007,-3.21,0.26,-6.11,0.26,59.0,5.0,2,['G045.07+00.13'],,,,,
K,45.132586,0.14643326,36.042656,,0,,G45.132+0.143;G45.12+0.13;G045.125+00.136,,,1,0,G045.07+00.13,1,0,0,0,0,0,0,1,0,G045.132+00.146,288.3581437378875,10.909096532955754,['G045.07+00.13'],G45.132+0.143,G045.132+00.143,45.132,0.143,288.360964365113,10.906984750288807,0.01246,0.00057,26.31,1.39,54.57,0.59,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G45.132+0.143'],,,,,,,,,,,,,,,,,,,,,,,,G45.12+0.13,G045.122+00.133,45.12236,0.13252,288.3658648964366,10.893583145406323,Araya et al. (2004),2004.0,T,H2CO/Kinematic,['G45.12+0.13'],16.53752136,1.51681149,1.132879019,0.0,70.38568115,28.00135612,1.132879019,0.0573663637,30.32436752,5.708328247,0.1019604281,0.0612244904,97.11956024,28.74118614,0.1019604281,0.0,919.3140259,107.59021,1.133453846,0.0,1129.070679,108.8320923,2.292657137,0.0,,,,,1.828004122,0.03988563269,1.135878205,,,,,,,,,,,,,,,,G045.07+00.13,G045.07+0.13,19:13:22.0427,+10:50:53.336,0.129,0.007,-3.21,0.26,-6.11,0.26,59.0,5.0,2,['G045.07+00.13'],,,,,
K,45.133454,0.13297726,8.9245821,,0,,G45.132+0.143;G45.12+0.13;G045.125+00.136,,,1,0,G045.07+00.13,1,0,0,0,0,0,0,1,0,G045.133+00.132,288.3706935652211,10.903623201308523,['G045.07+00.13'],G45.132+0.143,G045.132+00.143,45.132,0.143,288.360964365113,10.906984750288807,0.01246,0.00057,26.31,1.39,54.57,0.59,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G45.132+0.143'],,,,,,,,,,,,,,,,,,,,,,,,G45.12+0.13,G045.122+00.133,45.12236,0.13252,288.3658648964366,10.893583145406323,Araya et al. (2004),2004.0,T,H2CO/Kinematic,['G45.12+0.13'],1.200961351,0.8797675967,0.06945320219,0.0,3.402451992,3.843093634,0.06945320219,0.0,0.494638741,1.48755157,0.006250862963,0.0,1.115438581,3.454750061,0.006250862963,0.0,20.28137589,62.26052475,0.06948830932,0.0,23.20094681,146.5535126,0.1405552477,0.0,,,,,0.03017559648,0.01669112407,0.06231183186,,,,,,,,,,,,,,,,G045.07+00.13,G045.07+0.13,19:13:22.0427,+10:50:53.336,0.129,0.007,-3.21,0.26,-6.11,0.26,59.0,5.0,2,['G045.07+00.13'],,,,,
Q,45.1367,-0.751238,29.8042,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G045.136-00.752,289.1688522954828,10.495271042377977,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,45.1459,0.355933,44.3076,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G045.145+00.355,288.17535567242584,11.018020517432284,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,45.1611,2.33065,141.078,,0,,DB041,,nada,0,1,,0,0,0,0,0,0,0,0,0,G045.161+02.330,286.3939606234646,11.941137923644172,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,45.162,-0.816227,29.8042,,0,,,,,0,1,,0,0,0,0,0,0,0,0,0,G045.162-00.817,289.2393174654659,10.487344619026793,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,45.1912,-0.485483,333.012,faintifpresent,0,,FQ458;G45.191-0.485,,,0,0,,0,0,0,0,0,0,0,1,0,G045.191-00.486,288.9554665475694,10.66731049614327,[],G45.191-0.485,G045.191-00.485,45.191,-0.485,288.9549368245558,10.667358396707014,0.0065,0.0002,26.3,1.0,67.2,0.4,,,,,,,,,,,,,FAST,3.0,25.0,1.2,Hou et al. (2022),2022.0,,,,,,,,,,,,,,,,,,,['G45.191-0.485'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,45.195,-0.439,77.4884,,0,,LA148,,,0,0,,0,0,0,0,0,0,0,1,0,G045.195-00.439,288.91540338220074,10.692313989404688,[],LA148,G045.190-0.439,45.19,-0.439,288.91303485807776,10.687888872728958,0.0189,0.0004,25.1,0.6,72.9,0.2,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,,,,,,,,,,,,,,,,,,,['LA148'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.09425068,0.335613966,5.236414433,0.0,25.31224632,0.5817857981,5.236414433,0.0,14.63574028,0.5567236543,0.4713124335,0.0,29.59054947,0.4779895842,0.4713124335,0.0,411.0272522,10.25061989,5.239290237,0.0,953.3076172,52.47717285,10.59760761,0.0,0.09457498044,0.01667507924,5.236413956,0.0,0.0369630903,0.002130154753,0.4838109314,,,,,,,0.003894868418827696,45.1921,-0.4364,288.91168785203627,10.69095770674967,67.41,NH3,Wienen et al. (2012),2012.0,,,,,,,,,,,,,,,,,,,
K,45.197,0.740258,80.4921,,0,,LA134;G045.197+0.738,,,0,0,,0,0,0,0,0,0,0,1,0,G045.197+00.740,287.85225264519215,11.241204423451705,[],LA134,G045.197+0.738,45.197,0.738,287.85429393475926,11.240160376770604,0.018699999999999998,0.0002,31.4,0.4,-35.0,0.2,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,-36.28,0.24,30.52,0.58,0.01863,0.0003,,,,,,,,,,,,,['LA134'],G045.197+00.740,G045.197+00.740,45.197,0.74,287.85248588451793,11.241085130956149,Wenger et al. (2019),2019.0,10841.0,245.0,,,['G045.197+00.740'],,,,,,,,,,,,,,,,,,,,,,0.6539564729,0.1973944306,5.650205135,0.0,3.505070448,0.1401567012,5.650204659,0.0,2.24899292,0.2402282506,0.5086115599,0.0,3.444313526,0.1492405832,0.5086115599,0.0,49.3020401,1.299083114,5.654732704,0.0,84.64458466,34.53058243,11.43792915,0.0,0.4435366988,0.02221785299,10.55618954,0.0,0.1723111272,0.005953868385,2.401577711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,45.391,-0.724344,191.483,,0,,LA154,,,0,0,,0,0,0,0,0,0,0,1,0,G045.391-00.725,289.26530135779603,10.73274576861933,[],LA154,G045.386-0.726,45.386,-0.726,289.264418167715,10.727551026491414,0.053,0.0005,20.6,0.2,52.5,0.1,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2011),2011.0,,,,,,,,,,,,,,,,,,,['LA154'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.81762886,1.157500148,31.97536659,0.0,64.52529907,1.292065144,31.97536659,0.0,40.02235413,1.05381465,2.878441095,0.0,68.51725006,1.188910127,2.878441095,0.0,857.4172363,51.07484818,31.99042511,0.0,2478.394775,224.4137573,64.70748901,0.0,0.8670052886,0.2812658548,31.97536278,0.0,0.2915134132,0.04567465931,9.701111794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,45.4064,-0.51239,80.0293,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G045.406-00.513,289.0817334090066,10.845196788893636,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,45.4156,-0.105686,54.1895,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G045.415-00.106,288.71947022748117,11.042651400856203,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,45.4305,0.09881,29.7668,,0,,,,,0,0,,0,0,0,0,0,0,0,1,0,G045.430+00.098,288.54199937183,11.150870826074776,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K,45.453,0.0445711,244.846,,0,,G45.454+0.060;G45.45+0.06;G045.451+00.060;G045.454+00.059;K47;G45.451+0.06;G045.451+0.06,K47,,0,0,G045.45+00.06,0,0,0,0,0,0,0,1,0,G045.453+00.044,288.6016078797098,11.14560174692546,['G045.45+00.06'],G45.454+0.060,G045.454+00.060,45.454,0.06,288.588155751317,11.153655178914793,0.22221000000000002,0.0037400000000000003,28.91,0.56,54.55,0.24,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G45.454+0.060'],G045.453+00.044,G045.453+00.045,45.453,0.045,288.60122077771683,11.145801012018136,Wenger et al. (2019),2019.0,8026.0,63.0,,,['G045.453+00.044'],,,,,,,,,,,G45.45+0.06,G045.455+00.059,45.45486,0.05922,288.5892669839228,11.154054390340368,Araya et al. (2004),2004.0,T,H2CO/Kinematic,['G45.45+0.06'],208.1543884,9.240566254,50.17200089,0.0,479.646759,22.68849945,50.3647995,0.0,229.2872467,7.99953413,4.553599834,0.0,612.8284912,22.19711685,4.553599834,0.0,9417.711914,459.9276428,50.4888916,0.0,19048.66016,2307.925293,102.4341354,0.0,9.402602196,1.018554568,34.74864578,0.0,6.406652927,0.08090547472,14.45653152,,,,,,,,,,,,,,,,G045.45+00.06,G045.45+0.05,19:14:21.2658,+11:09:15.872,0.119,0.017,-2.34,0.38,-6.0,0.54,55.0,7.0,2,['G045.45+00.06'],,,,,
G,45.4632,0.0283425,35.0,,1,G45.454+0.060;G45.45+0.06;G045.451+00.060;G045.454+00.059;K47;G45.451+0.06;G045.451+0.06,,,,1,0,G045.45+00.06,1,0,0,0,0,0,0,1,0,G045.463+00.028,288.6210850066645,11.147093701985439,['G045.45+00.06'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.903522134,0.764064908,1.068289876,0.0,9.672997475,1.682090521,1.068289876,0.0,1.908625364,1.426051378,0.09615539014,0.0,13.36984539,3.128730297,0.09615539014,0.0,149.2811279,82.28393555,1.068655372,0.0,224.6831207,395.5344543,2.161584377,0.0,,,,,0.001127202529,0.002934617223,0.1070240065,,,,,,,,,,,,,,,,G045.45+00.06,G045.45+0.05,19:14:21.2658,+11:09:15.872,0.119,0.017,-2.34,0.38,-6.0,0.54,55.0,7.0,2,['G045.45+00.06'],,,54.55,0.24,T
G,45.466,0.0454259,35.0,,1,G45.454+0.060;G45.45+0.06;G045.451+00.060;G045.454+00.059;K47;G45.451+0.06;G045.451+0.06,,,,1,0,G045.45+00.06,1,0,0,0,0,0,0,1,0,G045.466+00.045,288.6069924578547,11.15751062675355,['G045.45+00.06'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6376109719,1.253223419,0.3039602637,0.0,11.19928646,11.98498535,0.3039602637,0.0,-0.4936769903,3.707327127,0.02735911123,0.0,8.120281219,14.57378292,0.02735911123,0.0,1181.554077,123.5691833,0.3040643036,0.0,2052.682617,235.2069092,0.6150352359,0.0,,,,,0.03307711333,0.002266537631,0.07021644711,45.4657,0.0453,288.60696402306286,11.157186477881991,Urquhart et al. (2009),2009.0,0.0003253472145288963,,,,,,,,,G045.45+00.06,G045.45+0.05,19:14:21.2658,+11:09:15.872,0.119,0.017,-2.34,0.38,-6.0,0.54,55.0,7.0,2,['G045.45+00.06'],,,54.55,0.24,T
G,45.4675,0.135517,10.918,,1,G45.477+0.131;G045.475+00.130;G45.47+0.05;G045.480+00.130;G45.48+0.18,,,,1,0,G045.49+00.12,1,0,0,0,0,0,0,1,0,G045.467+00.135,288.5263769301318,11.200685540825063,['G045.49+00.12'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.787776947,0.3275651336,0.1416628361,0.0,9.69622612,1.027459383,0.1416628361,0.0,1.969928503,0.5457414389,0.01275098417,0.0,6.987390995,2.422488451,0.01275098417,0.0,176.0861053,42.31751251,0.1417133659,0.0,274.4804382,219.6701965,0.2866456211,0.0,,,,,0.003176370868,0.0009609868866,0.03105895966,,,,,,,0.007780596956532141,45.4752,0.1344,288.53103057192686,11.20698622020588,60.83,NH3,Wienen et al. (2012),2012.0,G045.49+00.12,G045.49+0.12,19:14:11.3553,+11:13:06.370,0.144,0.024,-2.62,0.17,-5.61,0.16,58.0,3.0,55,['G045.49+00.12'],,,54.63,0.34,T
G,45.47,0.133934,10.918,,1,G45.477+0.131;G045.475+00.130;G45.47+0.05;G045.480+00.130;G45.48+0.18,,,,1,0,G045.49+00.12,1,0,0,0,0,0,0,1,0,G045.470+00.133,288.52898960008275,11.202164527278065,['G045.49+00.12'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2683040202,0.1111429483,0.04000000283,0.0,0.6023782492,0.6444135308,0.04000000283,0.0,0.09725044668,0.2398339957,0.00400000019,0.0,0.4592722952,0.7883859277,0.00400000019,0.0,20.92259407,60.72116852,0.03982222453,0.0,4.024399281,98.88399506,0.1023999974,0.0,,,,,0.005115962587,0.0009706481942,0.04178291559,,,,,,,0.0052208386299541715,45.4752,0.1344,288.53103057192686,11.20698622020588,60.83,NH3,Wienen et al. (2012),2012.0,G045.49+00.12,G045.49+0.12,19:14:11.3553,+11:13:06.370,0.144,0.024,-2.62,0.17,-5.61,0.16,58.0,3.0,55,['G045.49+00.12'],,,54.63,0.34,T
G,45.471762,0.07580763,36.754123,,1,G45.454+0.060;G45.45+0.06;G045.451+00.060;G045.454+00.059;K47;G45.451+0.06;G045.451+0.06,,,,1,1,G045.45+00.06,0,0,0,0,0,0,0,1,0,G045.471+00.075,288.58229773546645,11.176727667627192,['G045.45+00.06'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.990476131,1.390350699,0.6102807522,0.0,14.35972691,15.51158428,0.6102807522,0.0,6.224384785,3.401777983,0.05493085831,0.0,11.77687836,16.3677845,0.05493085831,0.0,43.3614502,88.57778931,0.6104899645,0.0,13.88393021,131.5653381,1.23484683,0.0,,,,,,,,,,,,,,,,,,,,,,,G045.45+00.06,G045.45+0.05,19:14:21.2658,+11:09:15.872,0.119,0.017,-2.34,0.38,-6.0,0.54,55.0,7.0,2,['G045.45+00.06'],,,54.55,0.24,T
K,45.475,0.13,144.107,,0,,G45.477+0.131;G045.475+00.130;G45.47+0.05;G045.480+00.130;G45.48+0.18,K47,,0,0,G045.49+00.12,0,0,0,0,0,0,0,1,0,G045.475+00.130,288.53490839930555,11.204765777986117,['G045.49+00.12'],G45.477+0.131,G045.477+00.131,45.477,0.131,288.53495240005407,11.207001424716017,0.08875,0.00202,30.38,0.8,54.63,0.34,,,,,,,,,,,,,VLA/Effelsberg,0.42,5.3,5.7,Khan et al. (2024),2024.0,,,,,,,,,,,,,,,,,,,['G45.477+0.131'],,,,,,,,,,,,,,,,,,,,,,,,G45.47+0.05,G045.466+00.045,45.46561,0.04549,288.60674991359724,11.157195057848545,Araya et al. (2004),2004.0,T,H2CO/Kinematic,['G45.47+0.05'],70.7613678,8.398832321,17.05200005,0.0,141.5167999,14.90444374,17.19040108,0.0,74.69963837,10.72441006,1.562799931,0.0,219.3742218,13.0165329,1.562799931,0.0,3724.735107,242.2604065,17.27431297,0.0,6462.64502,964.1543579,35.10044861,0.0,2.420871973,0.1860385537,16.63526344,0.0,1.720052719,0.01051295642,1.126666665,,,,,,,0.004404543109109015,45.4752,0.1344,288.53103057192686,11.20698622020588,60.83,NH3,Wienen et al. (2012),2012.0,G045.49+00.12,G045.49+0.12,19:14:11.3553,+11:13:06.370,0.144,0.024,-2.62,0.17,-5.61,0.16,58.0,3.0,55,['G045.49+00.12'],,,,,
G,45.4847,0.143934,18.2474,,1,G45.477+0.131;G045.475+00.130;G45.47+0.05;G045.480+00.130;G45.48+0.18,,,,1,0,G045.49+00.12,1,0,0,0,0,0,0,1,0,G045.484+00.143,288.52692001306355,11.21982712741811,['G045.49+00.12'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06355226,1.351931214,0.2903886139,0.0,11.24145603,5.29271841,0.2903886139,0.0,2.003611326,3.513041496,0.02613790147,0.0,9.470147133,8.389801979,0.02613790147,0.0,83.17603302,69.01624298,0.2904888988,0.0,21.64564323,185.2314148,0.5875761509,0.0,,,,,0.02741219476,0.0008793714223,0.1648075879,,,,,,,,,,,,,,,,G045.49+00.12,G045.49+0.12,19:14:11.3553,+11:13:06.370,0.144,0.024,-2.62,0.17,-5.61,0.16,58.0,3.0,55,['G045.49+00.12'],,,54.63,0.34,T
K,45.503,0.495928,111.407,snr?,0,,LA259;FQ013,,,0,1,,0,0,0,0,0,0,0,1,0,G045.503+00.495,288.21757576249377,11.399329740012194,[],LA259,G045.503+00.496,45.503,0.496,288.2175106770386,11.399363107109835,0.0074,0.00041999999999999996,23.8,1.85,-35.9,0.67,,,,,,,,,,,,,GBT,1.3,3.0,9.0,Anderson et al. (2015a),2015.0,,,,,,,,,,,,,,,,,,,['LA259'],,,,,,,,,,,,,,,,,,,,,,,,LA259,G045.503+00.496,45.503,0.496,288.2175106770386,11.399363107109835,Anderson et al. (2015a),2015.0,,nan,['LA259'],0.3718303144,1.950240731,10.82380867,0.0,1.520434022,1.01956892,10.82380867,0.0,1.100028992,2.153393984,0.9743269682,0.0,1.258806825,1.269084573,0.9743269682,0.0,17.29812431,13.55762482,10.82859898,0.0,22.57229042,163.5911102,21.90316391,0.0,0.2444265187,0.02795998938,14.49434757,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,45.5374,-0.39846,54.1895,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G045.537-00.399,289.04123108736036,11.014189367553906,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q,45.54,-0.42,39.0324,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,G045.540-00.420,289.0618815957862,11.006453571920048,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
